train_no,train_type,distance_km,departure_date,day_of_week,weather_condition,delay_minutes,is_delayed
22924,Superfast,1500,2025-07-13,Sunday,Rainy,35,0
12423,Rajdhani,2100,2026-03-13,Friday,Clear,3,0
22924,Superfast,1500,2025-07-16,Wednesday,Clear,35,0
11020,Express,1800,2025-09-16,Tuesday,Rainy,83,1
11020,Express,1800,2025-11-02,Sunday,Clear,9,0
12951,Rajdhani,1380,2026-04-11,Saturday,Foggy,47,0
11020,Express,1800,2025-05-26,Monday,Clear,1,0
22924,Superfast,1500,2025-12-06,Saturday,Clear,16,0
12951,Rajdhani,1380,2025-05-05,Monday,Rainy,14,0
12423,Rajdhani,2100,2025-12-15,Monday,Rainy,24,0
11020,Express,1800,2025-11-03,Monday,Clear,6,0
12951,Rajdhani,1380,2025-05-22,Thursday,Clear,12,0
22924,Superfast,1500,2025-09-01,Monday,Clear,15,0
22924,Superfast,1500,2025-08-19,Tuesday,Rainy,51,0
12004,Shatabdi,450,2026-02-06,Friday,Clear,16,0
12004,Shatabdi,450,2026-01-09,Friday,Clear,9,0
22924,Superfast,1500,2025-06-02,Monday,Clear,3,0
12951,Rajdhani,1380,2025-07-27,Sunday,Clear,2,0
12951,Rajdhani,1380,2025-05-26,Monday,Clear,2,0
12951,Rajdhani,1380,2025-08-24,Sunday,Clear,6,0
22924,Superfast,1500,2025-11-12,Wednesday,Rainy,54,0
11020,Express,1800,2026-01-16,Friday,Clear,23,0
22924,Superfast,1500,2026-01-18,Sunday,Foggy,135,1
12951,Rajdhani,1380,2025-10-24,Friday,Clear,7,0
22924,Superfast,1500,2025-06-27,Friday,Foggy,154,1
12423,Rajdhani,2100,2026-03-16,Monday,Clear,3,0
11020,Express,1800,2026-01-23,Friday,Clear,1,0
12004,Shatabdi,450,2025-11-03,Monday,Rainy,35,0
12004,Shatabdi,450,2025-06-08,Sunday,Rainy,20,0
22924,Superfast,1500,2025-09-18,Thursday,Clear,0,0
12004,Shatabdi,450,2025-05-05,Monday,Clear,12,0
22924,Superfast,1500,2026-03-19,Thursday,Clear,16,0
12423,Rajdhani,2100,2025-07-27,Sunday,Clear,1,0
12951,Rajdhani,1380,2026-02-06,Friday,Clear,1,0
12423,Rajdhani,2100,2026-01-10,Saturday,Rainy,14,0
22924,Superfast,1500,2025-10-22,Wednesday,Clear,6,0
12423,Rajdhani,2100,2025-09-21,Sunday,Foggy,83,1
11020,Express,1800,2025-07-04,Friday,Clear,8,0
11020,Express,1800,2025-05-20,Tuesday,Clear,43,0
12951,Rajdhani,1380,2025-12-22,Monday,Clear,20,0
22924,Superfast,1500,2025-06-10,Tuesday,Clear,12,0
22924,Superfast,1500,2025-08-16,Saturday,Rainy,77,1
12004,Shatabdi,450,2026-03-04,Wednesday,Clear,6,0
22924,Superfast,1500,2025-11-14,Friday,Clear,0,0
22924,Superfast,1500,2025-07-27,Sunday,Clear,37,0
22924,Superfast,1500,2025-06-12,Thursday,Clear,13,0
11020,Express,1800,2025-06-22,Sunday,Clear,53,0
12423,Rajdhani,2100,2025-04-27,Sunday,Clear,7,0
12951,Rajdhani,1380,2025-05-19,Monday,Clear,15,0
11020,Express,1800,2026-02-14,Saturday,Clear,20,0
12423,Rajdhani,2100,2025-08-18,Monday,Stormy,0,0
12951,Rajdhani,1380,2025-12-26,Friday,Clear,5,0
11020,Express,1800,2025-10-18,Saturday,Rainy,56,0
22924,Superfast,1500,2025-05-17,Saturday,Foggy,186,1
11020,Express,1800,2025-06-17,Tuesday,Clear,17,0
22924,Superfast,1500,2025-05-11,Sunday,Stormy,5,0
12004,Shatabdi,450,2025-09-05,Friday,Clear,0,0
12004,Shatabdi,450,2026-01-22,Thursday,Clear,4,0
12004,Shatabdi,450,2026-02-27,Friday,Rainy,26,0
12951,Rajdhani,1380,2025-04-21,Monday,Clear,2,0
12423,Rajdhani,2100,2025-10-28,Tuesday,Clear,0,0
11020,Express,1800,2025-05-31,Saturday,Clear,2,0
11020,Express,1800,2026-04-04,Saturday,Foggy,144,1
12951,Rajdhani,1380,2026-01-28,Wednesday,Stormy,25,0
12951,Rajdhani,1380,2025-08-21,Thursday,Clear,5,0
11020,Express,1800,2025-04-14,Monday,Clear,40,0
12423,Rajdhani,2100,2025-04-28,Monday,Clear,18,0
12423,Rajdhani,2100,2025-08-05,Tuesday,Clear,0,0
12004,Shatabdi,450,2025-08-08,Friday,Clear,6,0
12951,Rajdhani,1380,2026-02-20,Friday,Rainy,34,0
22924,Superfast,1500,2025-08-06,Wednesday,Foggy,49,0
11020,Express,1800,2025-07-12,Saturday,Clear,7,0
12004,Shatabdi,450,2025-10-09,Thursday,Clear,2,0
12004,Shatabdi,450,2025-09-13,Saturday,Foggy,70,1
12951,Rajdhani,1380,2025-06-08,Sunday,Foggy,84,1
12423,Rajdhani,2100,2025-11-16,Sunday,Clear,6,0
11020,Express,1800,2025-06-29,Sunday,Clear,1,0
12423,Rajdhani,2100,2025-10-12,Sunday,Clear,2,0
12951,Rajdhani,1380,2025-11-29,Saturday,Clear,10,0
11020,Express,1800,2025-07-27,Sunday,Clear,1,0
11020,Express,1800,2026-04-03,Friday,Foggy,95,1
11020,Express,1800,2025-05-28,Wednesday,Foggy,134,1
12423,Rajdhani,2100,2026-01-12,Monday,Foggy,102,1
22924,Superfast,1500,2026-02-17,Tuesday,Clear,1,0
12951,Rajdhani,1380,2025-08-19,Tuesday,Clear,4,0
12423,Rajdhani,2100,2025-05-02,Friday,Foggy,78,1
22924,Superfast,1500,2025-11-27,Thursday,Foggy,171,1
12423,Rajdhani,2100,2025-09-25,Thursday,Clear,19,0
12423,Rajdhani,2100,2025-10-05,Sunday,Clear,10,0
11020,Express,1800,2025-09-15,Monday,Clear,1,0
11020,Express,1800,2025-05-31,Saturday,Clear,3,0
11020,Express,1800,2026-03-03,Tuesday,Clear,16,0
11020,Express,1800,2025-06-28,Saturday,Clear,19,0
12951,Rajdhani,1380,2025-07-24,Thursday,Rainy,17,0
11020,Express,1800,2025-12-14,Sunday,Clear,21,0
12423,Rajdhani,2100,2025-06-10,Tuesday,Clear,5,0
11020,Express,1800,2025-09-03,Wednesday,Clear,21,0
12423,Rajdhani,2100,2025-12-20,Saturday,Stormy,11,0
22924,Superfast,1500,2025-11-23,Sunday,Foggy,119,1
12423,Rajdhani,2100,2026-01-06,Tuesday,Foggy,42,0
12004,Shatabdi,450,2025-06-01,Sunday,Clear,3,0
12004,Shatabdi,450,2026-03-11,Wednesday,Rainy,14,0
22924,Superfast,1500,2026-02-08,Sunday,Rainy,43,0
22924,Superfast,1500,2025-12-15,Monday,Clear,2,0
22924,Superfast,1500,2025-06-04,Wednesday,Rainy,17,0
12951,Rajdhani,1380,2025-09-10,Wednesday,Clear,20,0
22924,Superfast,1500,2026-04-02,Thursday,Clear,31,0
12423,Rajdhani,2100,2026-03-24,Tuesday,Foggy,68,1
22924,Superfast,1500,2025-09-10,Wednesday,Rainy,36,0
11020,Express,1800,2025-11-09,Sunday,Clear,9,0
12951,Rajdhani,1380,2025-06-01,Sunday,Foggy,45,0
12423,Rajdhani,2100,2025-06-23,Monday,Rainy,26,0
12004,Shatabdi,450,2025-08-02,Saturday,Clear,2,0
11020,Express,1800,2025-08-22,Friday,Clear,2,0
12951,Rajdhani,1380,2025-08-21,Thursday,Rainy,18,0
12951,Rajdhani,1380,2025-10-21,Tuesday,Foggy,56,0
12423,Rajdhani,2100,2025-11-06,Thursday,Clear,31,0
22924,Superfast,1500,2025-09-12,Friday,Clear,16,0
12951,Rajdhani,1380,2026-04-04,Saturday,Clear,6,0
11020,Express,1800,2025-08-31,Sunday,Foggy,224,1
12004,Shatabdi,450,2026-02-27,Friday,Clear,20,0
22924,Superfast,1500,2026-04-03,Friday,Rainy,14,0
22924,Superfast,1500,2025-11-08,Saturday,Clear,31,0
12423,Rajdhani,2100,2025-07-27,Sunday,Foggy,49,0
22924,Superfast,1500,2025-04-27,Sunday,Clear,7,0
22924,Superfast,1500,2025-11-06,Thursday,Clear,16,0
12423,Rajdhani,2100,2025-09-12,Friday,Clear,3,0
12951,Rajdhani,1380,2026-01-21,Wednesday,Foggy,65,1
11020,Express,1800,2025-05-06,Tuesday,Rainy,17,0
22924,Superfast,1500,2026-03-25,Wednesday,Rainy,36,0
11020,Express,1800,2025-11-06,Thursday,Clear,5,0
12004,Shatabdi,450,2025-09-12,Friday,Clear,5,0
12951,Rajdhani,1380,2026-02-04,Wednesday,Stormy,4,0
11020,Express,1800,2025-06-17,Tuesday,Clear,6,0
12423,Rajdhani,2100,2025-12-23,Tuesday,Foggy,65,1
22924,Superfast,1500,2026-01-04,Sunday,Clear,52,0
11020,Express,1800,2025-09-18,Thursday,Clear,1,0
12004,Shatabdi,450,2025-11-12,Wednesday,Clear,17,0
11020,Express,1800,2025-12-08,Monday,Clear,17,0
11020,Express,1800,2026-01-17,Saturday,Foggy,62,1
11020,Express,1800,2025-11-17,Monday,Clear,1,0
22924,Superfast,1500,2025-06-09,Monday,Clear,43,0
12951,Rajdhani,1380,2025-07-12,Saturday,Clear,5,0
12951,Rajdhani,1380,2025-12-04,Thursday,Foggy,55,0
12004,Shatabdi,450,2026-01-29,Thursday,Clear,11,0
11020,Express,1800,2026-01-28,Wednesday,Foggy,150,1
12423,Rajdhani,2100,2026-04-01,Wednesday,Clear,7,0
11020,Express,1800,2025-11-22,Saturday,Clear,25,0
12004,Shatabdi,450,2025-07-29,Tuesday,Clear,9,0
22924,Superfast,1500,2026-04-05,Sunday,Rainy,31,0
12004,Shatabdi,450,2025-06-25,Wednesday,Rainy,27,0
12004,Shatabdi,450,2025-10-28,Tuesday,Rainy,22,0
12951,Rajdhani,1380,2025-11-10,Monday,Clear,24,0
12951,Rajdhani,1380,2026-04-04,Saturday,Clear,1,0
11020,Express,1800,2025-06-13,Friday,Clear,9,0
22924,Superfast,1500,2026-03-02,Monday,Clear,7,0
22924,Superfast,1500,2025-10-28,Tuesday,Rainy,36,0
22924,Superfast,1500,2025-09-06,Saturday,Clear,2,0
12004,Shatabdi,450,2025-10-26,Sunday,Clear,10,0
12951,Rajdhani,1380,2026-03-18,Wednesday,Clear,1,0
12951,Rajdhani,1380,2025-07-24,Thursday,Clear,20,0
12423,Rajdhani,2100,2025-11-22,Saturday,Clear,3,0
12951,Rajdhani,1380,2025-11-30,Sunday,Clear,1,0
12423,Rajdhani,2100,2026-02-03,Tuesday,Foggy,78,1
12423,Rajdhani,2100,2026-04-13,Monday,Stormy,2,0
12423,Rajdhani,2100,2025-06-25,Wednesday,Clear,6,0
12951,Rajdhani,1380,2025-05-26,Monday,Clear,4,0
11020,Express,1800,2025-04-23,Wednesday,Clear,6,0
11020,Express,1800,2025-12-18,Thursday,Rainy,60,0
12951,Rajdhani,1380,2025-11-16,Sunday,Clear,12,0
11020,Express,1800,2025-08-05,Tuesday,Rainy,55,0
12951,Rajdhani,1380,2025-06-17,Tuesday,Foggy,64,1
22924,Superfast,1500,2025-12-04,Thursday,Clear,35,0
12951,Rajdhani,1380,2025-10-17,Friday,Clear,0,0
12951,Rajdhani,1380,2025-12-09,Tuesday,Foggy,86,1
12423,Rajdhani,2100,2025-11-13,Thursday,Foggy,52,0
12004,Shatabdi,450,2025-08-19,Tuesday,Clear,2,0
11020,Express,1800,2026-01-26,Monday,Rainy,40,0
12423,Rajdhani,2100,2025-06-12,Thursday,Rainy,50,0
22924,Superfast,1500,2025-05-21,Wednesday,Clear,1,0
11020,Express,1800,2026-04-05,Sunday,Clear,10,0
22924,Superfast,1500,2025-05-31,Saturday,Clear,44,0
22924,Superfast,1500,2026-01-06,Tuesday,Rainy,31,0
12951,Rajdhani,1380,2025-12-03,Wednesday,Foggy,53,0
12004,Shatabdi,450,2025-04-15,Tuesday,Foggy,54,0
22924,Superfast,1500,2026-03-11,Wednesday,Clear,4,0
12004,Shatabdi,450,2025-06-09,Monday,Clear,3,0
12423,Rajdhani,2100,2025-05-29,Thursday,Clear,11,0
12004,Shatabdi,450,2025-12-16,Tuesday,Clear,8,0
12951,Rajdhani,1380,2025-06-17,Tuesday,Clear,15,0
11020,Express,1800,2025-07-11,Friday,Clear,3,0
12004,Shatabdi,450,2025-05-10,Saturday,Rainy,15,0
12004,Shatabdi,450,2025-04-25,Friday,Clear,1,0
22924,Superfast,1500,2025-12-06,Saturday,Clear,1,0
12423,Rajdhani,2100,2025-07-02,Wednesday,Clear,2,0
22924,Superfast,1500,2025-09-19,Friday,Clear,10,0
22924,Superfast,1500,2026-03-10,Tuesday,Clear,9,0
12423,Rajdhani,2100,2025-05-26,Monday,Rainy,22,0
22924,Superfast,1500,2025-10-03,Friday,Rainy,43,0
11020,Express,1800,2026-04-04,Saturday,Clear,3,0
12423,Rajdhani,2100,2025-08-28,Thursday,Clear,1,0
12004,Shatabdi,450,2025-04-15,Tuesday,Clear,2,0
12951,Rajdhani,1380,2025-11-04,Tuesday,Clear,0,0
12004,Shatabdi,450,2025-09-18,Thursday,Clear,6,0
22924,Superfast,1500,2025-06-06,Friday,Clear,65,1
12951,Rajdhani,1380,2025-10-08,Wednesday,Rainy,24,0
12423,Rajdhani,2100,2025-10-06,Monday,Foggy,52,0
11020,Express,1800,2025-07-29,Tuesday,Foggy,149,1
11020,Express,1800,2025-05-06,Tuesday,Clear,10,0
12004,Shatabdi,450,2025-06-11,Wednesday,Rainy,34,0
22924,Superfast,1500,2025-09-05,Friday,Clear,8,0
12423,Rajdhani,2100,2025-12-26,Friday,Foggy,36,0
12423,Rajdhani,2100,2025-08-04,Monday,Clear,9,0
12423,Rajdhani,2100,2025-06-20,Friday,Clear,4,0
12004,Shatabdi,450,2025-10-11,Saturday,Clear,0,0
12004,Shatabdi,450,2025-06-26,Thursday,Rainy,25,0
12951,Rajdhani,1380,2025-08-20,Wednesday,Clear,1,0
12004,Shatabdi,450,2025-04-14,Monday,Foggy,50,0
12423,Rajdhani,2100,2026-03-25,Wednesday,Clear,1,0
12004,Shatabdi,450,2025-10-06,Monday,Rainy,16,0
11020,Express,1800,2026-01-15,Thursday,Foggy,120,1
12004,Shatabdi,450,2025-05-12,Monday,Stormy,7,0
22924,Superfast,1500,2025-12-13,Saturday,Clear,4,0
22924,Superfast,1500,2026-01-16,Friday,Clear,36,0
11020,Express,1800,2025-09-04,Thursday,Clear,30,0
11020,Express,1800,2025-06-07,Saturday,Foggy,166,1
22924,Superfast,1500,2026-01-23,Friday,Clear,5,0
22924,Superfast,1500,2025-08-03,Sunday,Clear,10,0
12951,Rajdhani,1380,2025-06-26,Thursday,Clear,0,0
12004,Shatabdi,450,2025-06-04,Wednesday,Clear,4,0
12423,Rajdhani,2100,2025-11-24,Monday,Foggy,59,0
11020,Express,1800,2025-07-18,Friday,Clear,1,0
12423,Rajdhani,2100,2025-08-04,Monday,Clear,8,0
11020,Express,1800,2025-08-23,Saturday,Foggy,137,1
12423,Rajdhani,2100,2026-02-01,Sunday,Clear,21,0
11020,Express,1800,2025-05-22,Thursday,Clear,13,0
22924,Superfast,1500,2025-10-30,Thursday,Foggy,236,1
11020,Express,1800,2025-05-25,Sunday,Clear,23,0
12004,Shatabdi,450,2025-08-06,Wednesday,Rainy,25,0
12951,Rajdhani,1380,2026-03-13,Friday,Rainy,28,0
12951,Rajdhani,1380,2025-10-29,Wednesday,Clear,3,0
22924,Superfast,1500,2026-02-10,Tuesday,Clear,9,0
12423,Rajdhani,2100,2025-09-27,Saturday,Clear,13,0
12423,Rajdhani,2100,2025-04-22,Tuesday,Clear,15,0
12004,Shatabdi,450,2025-12-07,Sunday,Clear,10,0
12423,Rajdhani,2100,2026-03-05,Thursday,Clear,2,0
11020,Express,1800,2026-03-29,Sunday,Rainy,26,0
12951,Rajdhani,1380,2025-09-14,Sunday,Clear,14,0
22924,Superfast,1500,2025-11-22,Saturday,Clear,16,0
12004,Shatabdi,450,2025-10-03,Friday,Clear,6,0
12004,Shatabdi,450,2025-05-20,Tuesday,Clear,9,0
12423,Rajdhani,2100,2026-01-06,Tuesday,Clear,13,0
22924,Superfast,1500,2025-09-26,Friday,Rainy,32,0
22924,Superfast,1500,2025-04-23,Wednesday,Clear,7,0
11020,Express,1800,2026-03-27,Friday,Rainy,72,1
11020,Express,1800,2025-07-19,Saturday,Rainy,57,0
12951,Rajdhani,1380,2025-08-16,Saturday,Clear,0,0
22924,Superfast,1500,2025-04-18,Friday,Rainy,67,1
12951,Rajdhani,1380,2026-02-28,Saturday,Stormy,1,0
12004,Shatabdi,450,2025-05-08,Thursday,Rainy,20,0
22924,Superfast,1500,2025-08-02,Saturday,Clear,16,0
22924,Superfast,1500,2025-08-26,Tuesday,Rainy,29,0
22924,Superfast,1500,2025-09-20,Saturday,Clear,4,0
11020,Express,1800,2025-05-12,Monday,Clear,20,0
12004,Shatabdi,450,2026-03-24,Tuesday,Clear,8,0
11020,Express,1800,2025-09-29,Monday,Rainy,26,0
22924,Superfast,1500,2025-11-09,Sunday,Foggy,185,1
11020,Express,1800,2025-10-03,Friday,Rainy,34,0
12423,Rajdhani,2100,2025-06-06,Friday,Foggy,83,1
22924,Superfast,1500,2025-07-20,Sunday,Clear,3,0
22924,Superfast,1500,2025-11-14,Friday,Clear,9,0
11020,Express,1800,2025-12-27,Saturday,Rainy,31,0
12004,Shatabdi,450,2025-10-23,Thursday,Rainy,29,0
12423,Rajdhani,2100,2025-07-17,Thursday,Clear,7,0
12423,Rajdhani,2100,2025-06-21,Saturday,Clear,3,0
22924,Superfast,1500,2025-11-07,Friday,Rainy,71,1
12423,Rajdhani,2100,2025-05-30,Friday,Foggy,58,0
11020,Express,1800,2025-09-14,Sunday,Foggy,100,1
12004,Shatabdi,450,2025-06-19,Thursday,Clear,7,0
12004,Shatabdi,450,2026-03-28,Saturday,Clear,2,0
12004,Shatabdi,450,2026-02-23,Monday,Clear,13,0
12951,Rajdhani,1380,2025-11-19,Wednesday,Foggy,48,0
11020,Express,1800,2026-02-06,Friday,Foggy,188,1
11020,Express,1800,2025-07-06,Sunday,Rainy,23,0
12004,Shatabdi,450,2025-07-09,Wednesday,Clear,0,0
11020,Express,1800,2026-03-18,Wednesday,Clear,21,0
12004,Shatabdi,450,2025-07-17,Thursday,Foggy,40,0
12951,Rajdhani,1380,2025-08-03,Sunday,Clear,1,0
12951,Rajdhani,1380,2026-04-13,Monday,Rainy,12,0
11020,Express,1800,2025-05-02,Friday,Clear,1,0
12423,Rajdhani,2100,2025-05-23,Friday,Clear,4,0
22924,Superfast,1500,2025-10-13,Monday,Clear,24,0
11020,Express,1800,2026-03-10,Tuesday,Clear,24,0
12423,Rajdhani,2100,2025-07-12,Saturday,Clear,8,0
11020,Express,1800,2025-06-08,Sunday,Rainy,58,0
22924,Superfast,1500,2025-10-19,Sunday,Clear,16,0
22924,Superfast,1500,2025-06-28,Saturday,Rainy,23,0
11020,Express,1800,2026-02-01,Sunday,Clear,20,0
22924,Superfast,1500,2025-05-01,Thursday,Foggy,100,1
12004,Shatabdi,450,2025-10-18,Saturday,Foggy,93,1
12951,Rajdhani,1380,2026-01-26,Monday,Rainy,22,0
12423,Rajdhani,2100,2025-05-05,Monday,Clear,2,0
12951,Rajdhani,1380,2025-09-23,Tuesday,Clear,3,0
12004,Shatabdi,450,2025-10-03,Friday,Clear,4,0
11020,Express,1800,2026-01-19,Monday,Rainy,47,0
12004,Shatabdi,450,2026-02-09,Monday,Foggy,80,1
11020,Express,1800,2025-05-16,Friday,Clear,15,0
11020,Express,1800,2025-11-26,Wednesday,Clear,29,0
22924,Superfast,1500,2026-04-12,Sunday,Clear,4,0
12423,Rajdhani,2100,2025-12-03,Wednesday,Clear,0,0
12423,Rajdhani,2100,2025-09-19,Friday,Rainy,40,0
11020,Express,1800,2025-09-15,Monday,Clear,3,0
22924,Superfast,1500,2026-02-23,Monday,Clear,9,0
12423,Rajdhani,2100,2025-06-11,Wednesday,Clear,21,0
12423,Rajdhani,2100,2025-12-04,Thursday,Clear,3,0
22924,Superfast,1500,2025-11-25,Tuesday,Clear,19,0
12423,Rajdhani,2100,2026-03-29,Sunday,Foggy,31,0
11020,Express,1800,2025-08-05,Tuesday,Foggy,84,1
12423,Rajdhani,2100,2025-10-21,Tuesday,Rainy,4,0
12004,Shatabdi,450,2025-12-19,Friday,Rainy,12,0
12423,Rajdhani,2100,2025-12-25,Thursday,Foggy,81,1
11020,Express,1800,2026-02-03,Tuesday,Clear,2,0
12951,Rajdhani,1380,2025-10-13,Monday,Clear,1,0
12004,Shatabdi,450,2025-11-22,Saturday,Clear,0,0
11020,Express,1800,2025-10-15,Wednesday,Clear,54,0
12951,Rajdhani,1380,2025-09-06,Saturday,Stormy,2,0
12951,Rajdhani,1380,2026-01-02,Friday,Rainy,19,0
12004,Shatabdi,450,2025-10-24,Friday,Foggy,38,0
22924,Superfast,1500,2025-12-13,Saturday,Clear,20,0
12951,Rajdhani,1380,2025-04-30,Wednesday,Clear,6,0
12423,Rajdhani,2100,2025-11-06,Thursday,Clear,2,0
22924,Superfast,1500,2025-12-16,Tuesday,Clear,18,0
12004,Shatabdi,450,2026-01-22,Thursday,Foggy,85,1
11020,Express,1800,2025-05-04,Sunday,Foggy,111,1
12423,Rajdhani,2100,2025-08-18,Monday,Clear,36,0
22924,Superfast,1500,2025-11-14,Friday,Clear,24,0
12004,Shatabdi,450,2025-10-25,Saturday,Clear,8,0
22924,Superfast,1500,2025-07-18,Friday,Rainy,30,0
12423,Rajdhani,2100,2025-12-04,Thursday,Rainy,18,0
11020,Express,1800,2025-06-03,Tuesday,Clear,15,0
12951,Rajdhani,1380,2025-09-15,Monday,Rainy,15,0
11020,Express,1800,2025-09-02,Tuesday,Rainy,26,0
12423,Rajdhani,2100,2025-05-12,Monday,Stormy,16,0
12951,Rajdhani,1380,2025-10-12,Sunday,Foggy,59,0
22924,Superfast,1500,2025-12-05,Friday,Stormy,72,1
12951,Rajdhani,1380,2026-02-18,Wednesday,Rainy,23,0
12951,Rajdhani,1380,2025-07-17,Thursday,Foggy,71,1
12951,Rajdhani,1380,2025-10-20,Monday,Foggy,61,1
12423,Rajdhani,2100,2026-02-07,Saturday,Clear,2,0
12423,Rajdhani,2100,2025-11-10,Monday,Foggy,74,1
12004,Shatabdi,450,2025-09-18,Thursday,Clear,0,0
12423,Rajdhani,2100,2025-06-01,Sunday,Foggy,84,1
12423,Rajdhani,2100,2025-11-20,Thursday,Rainy,24,0
11020,Express,1800,2026-02-27,Friday,Rainy,67,1
12423,Rajdhani,2100,2025-07-17,Thursday,Rainy,15,0
11020,Express,1800,2026-01-05,Monday,Clear,1,0
12951,Rajdhani,1380,2026-03-15,Sunday,Clear,2,0
12951,Rajdhani,1380,2025-11-11,Tuesday,Rainy,16,0
11020,Express,1800,2026-02-11,Wednesday,Foggy,95,1
12004,Shatabdi,450,2025-08-21,Thursday,Foggy,45,0
12951,Rajdhani,1380,2025-05-14,Wednesday,Clear,9,0
12951,Rajdhani,1380,2025-11-01,Saturday,Clear,3,0
12951,Rajdhani,1380,2025-05-12,Monday,Clear,10,0
12951,Rajdhani,1380,2026-04-05,Sunday,Clear,11,0
12004,Shatabdi,450,2026-04-12,Sunday,Rainy,20,0
12423,Rajdhani,2100,2025-05-04,Sunday,Clear,2,0
12951,Rajdhani,1380,2025-04-25,Friday,Clear,4,0
12951,Rajdhani,1380,2025-08-05,Tuesday,Foggy,72,1
12004,Shatabdi,450,2025-10-23,Thursday,Foggy,70,1
22924,Superfast,1500,2025-07-05,Saturday,Clear,48,0
11020,Express,1800,2026-02-26,Thursday,Foggy,92,1
22924,Superfast,1500,2025-07-08,Tuesday,Clear,14,0
11020,Express,1800,2025-04-17,Thursday,Foggy,101,1
12423,Rajdhani,2100,2025-07-27,Sunday,Clear,2,0
22924,Superfast,1500,2026-03-19,Thursday,Clear,8,0
12951,Rajdhani,1380,2026-01-20,Tuesday,Clear,3,0
22924,Superfast,1500,2025-10-16,Thursday,Rainy,40,0
12004,Shatabdi,450,2025-04-30,Wednesday,Rainy,13,0
22924,Superfast,1500,2026-01-30,Friday,Rainy,96,1
12951,Rajdhani,1380,2026-03-10,Tuesday,Clear,18,0
12951,Rajdhani,1380,2025-08-16,Saturday,Rainy,8,0
11020,Express,1800,2025-12-04,Thursday,Foggy,156,1
11020,Express,1800,2025-08-06,Wednesday,Clear,3,0
12951,Rajdhani,1380,2025-12-14,Sunday,Rainy,15,0
12004,Shatabdi,450,2025-05-25,Sunday,Rainy,23,0
11020,Express,1800,2026-02-17,Tuesday,Clear,5,0
12423,Rajdhani,2100,2025-07-07,Monday,Clear,7,0
22924,Superfast,1500,2025-08-14,Thursday,Foggy,122,1
12004,Shatabdi,450,2026-04-02,Thursday,Rainy,21,0
12423,Rajdhani,2100,2026-03-03,Tuesday,Rainy,25,0
12004,Shatabdi,450,2025-08-29,Friday,Foggy,57,0
22924,Superfast,1500,2025-10-21,Tuesday,Clear,22,0
22924,Superfast,1500,2025-10-17,Friday,Clear,26,0
12004,Shatabdi,450,2025-05-31,Saturday,Clear,9,0
12004,Shatabdi,450,2026-03-09,Monday,Foggy,59,0
12004,Shatabdi,450,2025-10-11,Saturday,Clear,5,0
22924,Superfast,1500,2026-02-04,Wednesday,Foggy,167,1
12951,Rajdhani,1380,2026-04-08,Wednesday,Clear,8,0
22924,Superfast,1500,2025-08-25,Monday,Stormy,3,0
12004,Shatabdi,450,2026-03-20,Friday,Clear,15,0
22924,Superfast,1500,2025-12-04,Thursday,Clear,82,1
11020,Express,1800,2025-08-11,Monday,Clear,41,0
12951,Rajdhani,1380,2025-04-23,Wednesday,Clear,1,0
12951,Rajdhani,1380,2026-01-31,Saturday,Clear,1,0
12423,Rajdhani,2100,2025-11-15,Saturday,Clear,8,0
12004,Shatabdi,450,2025-05-18,Sunday,Foggy,79,1
12951,Rajdhani,1380,2025-11-28,Friday,Rainy,19,0
12951,Rajdhani,1380,2025-08-19,Tuesday,Clear,10,0
12423,Rajdhani,2100,2025-12-21,Sunday,Rainy,21,0
12951,Rajdhani,1380,2025-08-03,Sunday,Rainy,45,0
12423,Rajdhani,2100,2025-05-17,Saturday,Clear,17,0
22924,Superfast,1500,2025-11-26,Wednesday,Clear,55,0
12004,Shatabdi,450,2025-10-10,Friday,Clear,4,0
22924,Superfast,1500,2025-12-22,Monday,Clear,1,0
12423,Rajdhani,2100,2025-06-11,Wednesday,Foggy,63,1
12951,Rajdhani,1380,2025-11-26,Wednesday,Rainy,23,0
12423,Rajdhani,2100,2026-01-31,Saturday,Rainy,13,0
12004,Shatabdi,450,2025-10-10,Friday,Rainy,22,0
11020,Express,1800,2025-09-14,Sunday,Clear,2,0
22924,Superfast,1500,2025-04-21,Monday,Rainy,37,0
12004,Shatabdi,450,2025-06-10,Tuesday,Foggy,73,1
11020,Express,1800,2026-04-05,Sunday,Rainy,31,0
12951,Rajdhani,1380,2026-03-13,Friday,Clear,1,0
12423,Rajdhani,2100,2026-03-08,Sunday,Rainy,10,0
22924,Superfast,1500,2025-08-26,Tuesday,Foggy,138,1
12951,Rajdhani,1380,2025-08-30,Saturday,Clear,17,0
12951,Rajdhani,1380,2025-04-26,Saturday,Foggy,85,1
12423,Rajdhani,2100,2025-05-20,Tuesday,Rainy,27,0
12004,Shatabdi,450,2025-09-28,Sunday,Rainy,16,0
12423,Rajdhani,2100,2025-12-26,Friday,Clear,1,0
12004,Shatabdi,450,2025-11-07,Friday,Clear,5,0
12951,Rajdhani,1380,2025-07-04,Friday,Rainy,27,0
12004,Shatabdi,450,2025-08-13,Wednesday,Foggy,55,0
22924,Superfast,1500,2025-07-16,Wednesday,Clear,16,0
11020,Express,1800,2026-04-04,Saturday,Foggy,90,1
12423,Rajdhani,2100,2025-12-14,Sunday,Clear,11,0
11020,Express,1800,2025-06-24,Tuesday,Clear,6,0
